kode_paket,nama_paket,LPSE,Nama_Peserta,Alasan,Skor_Teknis,Harga_Terkoreksi,Skor_Akhir
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. DWI ELTIS KONSULTAN,Bukan Pemenang,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. SIGMA EKSPRESI,Jangka waktu berlakunya surat penawaran kurang dari waktu sebagaimana tercantum dalam LDP,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PARIGRAHA KONSULTAN,Jangka waktu berlakunya surat penawaran kurang dari waktu sebagaimana tercantum dalam LDP,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. JASAKONS PUTRA UTAMA,Bukan Pemenang,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Matriks Centrisindo,Lulus tidak diundang,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINA KARYA (Persero),tidak menghadiri pembuktian kualifikasi makna dinyatakan gugur,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT.MARATAMA CIPTA MANDIRI,Gugur administrasi,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BATARA SURYA,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BIKONAR PERDANA,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Guteg Harindo,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT Pemeta Engineering System,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Giritama Persada,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,BUMI PERSADA ENGINEERING CONSULTANTS. PT,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MULTIDECON Internal,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MADONA JAYA ABADI,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BUMI LASINRANG,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. JASAKONS NUSA JAYA,Tidak Menghadiri Pembuktian,,0,
4145198,MANAJEMEN KONSTRUKSI PEMBANGUNAN INFRASTRUKTUR JALAN KAWASAN CENTRAL BISNIS DISTRIK TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Arenco Binatama,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARSS BARU,Pemenang,"70,0",1483405000,"70,0"
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARISTA GEMILANG KONSULINDO,Gugur Administrasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MATRIX CONSULTANT,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. VISTAPLAN'79 CONSULTANT,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV.Trikarya Utama,Gugur Administrasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. JASA TEHNIK MANDIRI,Gugur Administrasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. HANATA,Jangka waktu berlakunya surat penawaran kurang dari yang disyaratkan sebagaimana tercantum dalam LDP,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV.PUSAKA DIGJAYA,Gugur Administrasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT.CIDIACH KARYA NUSANTARA,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MARANNU MARAYA MAINDAN,Tidak mengupload dokumen penawaran,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. HILMY ANUGERAH,Tidak dapat Membuktikan pengalaman 4 ( empat ) tahun terakhir baik dilingkungan pemerintah maupun swasta,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT WASKITA UTAMA,Jangka waktu berlakunya surat penawaran kurang dari yang disyaratkan sebagaimana tercantum dalam LDP,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ADHIYASA DESICON,Tidak mengupload dokumen penawaran,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT Adhy Duta Prima,Gugur Administrasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. AURAMA KARYA KONSULTAN,Gugur Administrasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Rodenta Konsultan,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. AXIS MUNDI,Gugur Administrasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. EXECUTIVE 04 CONSULTANT,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CITRA BANGUN MANDIRI ENGINEERING CONSULTANT,Lulus Tidak Diundang,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Ganes Engineering Consultant,Tidak mengupload dokumen penawaran,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT.BIOSFERA WIDHY ENGINEERING,Tidak mengupload dokumen penawaran,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARCI PRATAMA KONSULTAN,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Trijasa Binamanunggal,Tidak dapat Membuktikan pengalaman 4 ( empat ) tahun terakhir baik dilingkungan pemerintah maupun swasta,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Celebes Sarana Jasa,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINTANG TIRTA PRATAMA,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. GEOMATIK CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BLANTIKA MULTI ENGINEER,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT.WIRA KENCANA MANDIRI,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. PRIMA JAYA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,cv. kcutai permai,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ANTUSIAS RAYA,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Guteg Harindo,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. CIPTA MULTI KREASI,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. BUANA ENGINEERING CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARYATAMA,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BENNATIN SURYA CIPTA,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MANUNGGAL JAYA TEKNIK,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINTANG INTI REKATAMA,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV KARYA SEJATI,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. REKA KUSUMA BUANA,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,CV. CIPTA BUANA SEJATI,Tidak Menghadiri Pembuktian,,0,
4141198,PENGAWASAN TEKNIS PENINGKATAN JALAN SEBULU MENUJU JALAN PROPINSI KEC. SEBULU,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Nadjamurti Perkasa,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PURNAJASA BIMAPRATAMA,Pemenang,"81,78",1317800000,"81,78"
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARSS BARU,Bukan Pemenang,"69,47",1363010000,"69,47"
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARISTA GEMILANG KONSULINDO,Gugur Administrasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV. VISTAPLAN'79 CONSULTANT,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV.Trikarya Utama,Gugur Administrasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,BUMI PERSADA ENGINEERING CONSULTANTS. PT,Lulus Tidak Diundang,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. AMSECON BERLIAN SEJAHTERA,Tidak mengupload dokumen penawaran,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. DIANTAMA REKANUSA,Jangka waktu berlakunya surat penawaran kurang dari yang disyaratkan sebagaimana tercantum dalam LDP,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT.CIDIACH KARYA NUSANTARA,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MATRIX CONSULTANT,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,Laksana Disain Daya Cipta PT.,Gugur Administrasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. HILMY ANUGERAH,Tidak dapat Membuktikan pengalaman 4 ( empat ) tahun terakhir baik dilingkungan pemerintah maupun swasta,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT WASKITA UTAMA,Jangka waktu berlakunya surat penawaran kurang dari yang disyaratkan sebagaimana tercantum dalam LDP,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ADHIYASA DESICON,Tidak mengupload dokumen penawaran,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT Adhy Duta Prima,Gugur Administrasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. AURAMA KARYA KONSULTAN,Gugur Administrasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Rodenta Konsultan,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV. EXECUTIVE 04 CONSULTANT,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CITRA BANGUN MANDIRI ENGINEERING CONSULTANT,Lulus Tidak Diundang,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Ganes Engineering Consultant,Tidak mengupload dokumen penawaran,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT.BIOSFERA WIDHY ENGINEERING,Lulus Tidak Diundang,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARCI PRATAMA KONSULTAN,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Celebes Sarana Jasa,Tidak Menghadiri Pembuktian Kualifikasi,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV. PRIMA JAYA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINTANG TIRTA PRATAMA,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Guteg Harindo,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. JASA TEHNIK MANDIRI,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. GEOMATIK CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. CIPTA MULTI KREASI,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BLANTIKA MULTI ENGINEER,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ANTUSIAS RAYA,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BENNATIN SURYA CIPTA,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINTANG INTI REKATAMA,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV KARYA SEJATI,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV. REKA KUSUMA BUANA,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV. CIPTA BUANA SEJATI,Tidak Menghadiri Pembuktian,,0,
4144198,PENGAWASAN TEKNIS PENINGKATAN JALAN DUA JALUR PASAR MANGKURAWANG MENUJU LAPANGAN PEMUDA KECAMATAN TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Nadjamurti Perkasa,Tidak Menghadiri Pembuktian,,0,
4142198,PENGAWASAN TEKNIS PENINGKATAN JALAN MANGKURAWANG - LOA TEBU KEC. TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Ganes Engineering Consultant,Pemenang,"79,88",720582000,"79,88"
4142198,PENGAWASAN TEKNIS PENINGKATAN JALAN MANGKURAWANG - LOA TEBU KEC. TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ADHIYASA DESICON,Bukan Pemenang,"78,06",736120000,"78,06"
4142198,PENGAWASAN TEKNIS PENINGKATAN JALAN MANGKURAWANG - LOA TEBU KEC. TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARSS BARU,Bukan Pemenang,"73,4",743765000,"73,4"
4142198,PENGAWASAN TEKNIS PENINGKATAN JALAN MANGKURAWANG - LOA TEBU KEC. TENGGARONG,LPSE KABUPATEN KUTAI KARTANEGARA,CV. VISTAPLAN'79 CONSULTANT,Tidak Menghadiri Pembuktian Kualifikasi,,0,
