kode_paket,nama_paket,LPSE,Nama_Peserta,Alasan,Skor_Teknis,Harga_Terkoreksi,Skor_Akhir
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,JASA PRIBHUNI,Bukan Pemenang,"82,77",190245000,"82,77"
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARCI PRATAMA KONSULTAN,Pemenang,"96,75",185405000,"96,75"
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MARANNU MARAYA MAINDAN,Bukan Pemenang,"85,09",187000000,"85,09"
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Teraga Olahrakayasa,Tidak Memiliki Kontrak Pengalaman Sejenis,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MUTIARA KARYA CONSULTANT,Tidak Upload Dokumen Penawaran,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Celebes Sarana Jasa,Tidak ada penawaran administrasi dan teknis,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ASA DESAIN,Tidak Menghadiri Pembuktian,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV.KRIS MUDA,Tidak Menghadiri Pembuktian,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. INTIMULYA MULTIKENCANA,Tidak Menghadiri Pembuktian,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV.MANGKU HARTA,Tidak Menghadiri Pembuktian,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,Maju Bersama Bangsa,Tidak Menghadiri Pembuktian,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT.BIOSFERA WIDHY ENGINEERING,Tidak Menghadiri Pembuktian,,0,
5642198,Perencanaan Teknis Pembangunan Turap Jalan RT. IV dan V Desa Kembang Janggut Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,DAFINAH,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT GEOMAP INTERNATIONAL CONSULTANT,Pemenang,"85,39",223465000,"85,39"
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT. DWI ELTIS KONSULTAN,Bukan Pemenang,"70,88",246477000,"70,88"
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. EXECUTIVE 04 CONSULTANT,Bukan Pemenang,"74,37",248567000,"74,37"
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Teraga Olahrakayasa,Gugur (tidak hadir pembuktian kualifikasi),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. AKASAKA TEKNIKA CONSULTANT,GUGUR (Tidak Upload Dokumen Penawaran),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. Sawi Mahakam Consultant,Gugur Adminsitrasi (masa berlaku SBU/surat keterangan habis),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,Ri N Ra Artha Karya,GUGUR (Tidak Upload Dokumen Penawaran),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. Raniatama Consultant,Gugur Administrasi (Tdk ada pjk Psl. 21 bln mei 2014),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARISTA GEMILANG KONSULINDO,Gugur Administrasi (Tdk ada pajak bulan Mei 2014),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. GEOSYLVA LESTARI,Lulus Tidak masuk short list,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT. INTIMULYA MULTIKENCANA,Gugur (tidak hadir pembuktian kualifikasi),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. PRABUANA ENGINEER CONSULTANT,Gugur Administrasi (Tdk ada SPT Tahunan 2013),,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV.DIAN CAHAYA,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT. TEKNIKAL GLOBAL KONSULTAN,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. MAWAR MERAH,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV.RADJA KALTIM,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,Maju Bersama Bangsa,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT. MASSUKA PRATAMA,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,jaya utama,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. UNITED 07 CONSULTANT,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,PT. ASA DESAIN,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,GALLANT,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV. JEVA UTAMA KONSULINDO,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,DAFINAH,Tidak Menghadiri Pembuktian,,0,
5559198,Belanja Konsultan Perencanaan Sarana Fisik Puskesmas Wilayah Ulu Paket : Puskesmas Jantur (Muara Muntai),LPSE KABUPATEN KUTAI KARTANEGARA,CV.AURA CONSULINDO,Tidak Menghadiri Pembuktian,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. GIRI AWAS,Bukan Pemenang,"88,8",330220000,"88,8"
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,Tirta Prima Pratama,Pemenang,"96,3",330770000,"96,3"
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. ANDRA CIPTA CONSULT,HO/SITU/IG tidak tercantum pada data kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. MORTEZA Teknikatama,Pajak Bulan Juli 2014 tidak tercantum pada data kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Arenco Binatama,Bukan Pemenang,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,CV. FASADE UTAMA,tidak mengupload dokumen penawaran administrasi & teknis,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Ahassa Ciptanika,ITU telah habis masa berlakunya,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,HUMAN,penyedia tidak hadir pembuktian kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. PURI DIMENSI,-penyedia tidak dapat menunjukkan data asli yang tercantum pada isian kualifikasi SPSE,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Revanplan Adiraka Konsultan,HO/SITU/IG tidak tercantum pada data kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. ECOPLAN REKABUMI INTERCONSULT,-penyedia tidak dapat menunjukkan data asli yang tercantum pada isian kualifikasi SPSE,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Maza Pradita Sarana,-penyedia tidak dapat menunjukkan data asli yang tercantum pada isian kualifikasi SPSE,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. BIRAPLANO ASRI,SITU/HO tidak tercantum pada data kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Multicipta Rancana Selaras,pada saat pembuktian isian kualifikasi penyedia tidak dapat menunjukkan pajak bulan juni dan juli 2014,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. TARAM,- PPn Bulan Juni yang tercantum pada data/isian kualifikasi tidak sesuai dengan data yang di bawa - penyedia tidak dapat menunjukkan data peralatan yang tercantum pada isian kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. NUSA TIARA,- SBU telematika tidak tercantum pada data kualifikasi - IUJK tidak tercantum pada data kualifikasi - SPT tahunan tidak tercantum pada data kualfikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. SIGMA EKSPRESI,tidak mengupload dokumen penawaran administrasi & teknis,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. MARGA SARANA BHUMI,- SBU tidak tercantum pada data kualifikasi - SITU/HO tidak tercantum pada data kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Raka Enginering Consultants,penyedia tidak hadir pembuktian kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. Integrasi Prima Logika,- SBU tidak tercantum pada data kualifikasi - IUJK tidak tercantum pada data kualifikasi - SITU / HO tidak tercantum pada data kualifikasi - PAJAK PPh 25 bulan mei s/d juli 2014 tidak tercantum pada data kualifikasi - SPT Tahunan tidak tercantum pada data kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. KWARSA HEXAGON,- SITU/HO tidak tercantum pada data kualifikasi,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINA KREASI NUSANTARA,Tidak Menghadiri Pembuktian,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,CV. IMAYA CONSULTING ENGINEERS,Tidak Menghadiri Pembuktian,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,CV. KALIMANTAN INFOTAMA,Tidak Menghadiri Pembuktian,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,GALLANT,Tidak Menghadiri Pembuktian,,0,
5384198,Inventarisasi dan Identifikasi Pemakaman di Region I dan III Kabupaten Kutai Kartanegara (Pemetaan Wilayah/Kuburan),LPSE KABUPATEN KUTAI KARTANEGARA,Maju Bersama Bangsa,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. GIRI AWAS,Pemenang,"73,82",410025000,"73,82"
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ANDRA CIPTA CONSULT,"'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi, tidak melampirkan laporan pajak PPn bulan april tahun 2014",,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,Tirta Prima Pratama,"'tidak melampirkan pajak PPh pasal 25 bulan april,mei dan juni 2014",,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. SIGMA EKSPRESI,Bukan Pemenang,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARIA GRAHA,tidak hadir pembuktian kualifikasi,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ECOPLAN REKABUMI INTERCONSULT,'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BIRAPLANO ASRI,Bukan Pemenang,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. PRIMA MAXIMA ABADI,"'tidak melampirkan SBU Non Konstruksi Bidang Pertambangan dan Energi sub bidang pertambangan dan energi lainnya , tidak melampirkan laporan pajak bulan april tahun 2014",,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Maza Pradita Sarana,'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MARGA SARANA BHUMI,'tidak memiliki kemampuan pada sub bidang pekerjaan yang sejenis,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Multicipta Rancana Selaras,'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi dan Bidang Pertambangan dan Energi sub bidang pertambangan dan energi lainnya,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Ahassa Ciptanika,'tidak memiliki kemampuan pada sub bidang pekerjaan yang sejenis,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINA KREASI NUSANTARA,Bukan Pemenang,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Revanplan Adiraka Konsultan,'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi dan Bidang Pertambangan dan Energi sub bidang pertambangan dan energi lainnya,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. PURI DIMENSI,'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. PILAR ARTHA NUGRAHA,'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Integrasi Prima Logika,"'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi dan Bidang Pertambangan dan Energi sub bidang pertambangan dan energi lainnya, tidak melampirkan SIUJK perencana, tidak melampirkan spt tahun 2013, tidak melampirkan pajak PPN, PPh psl 21, 25 bulan april dan PPh psl 25 bulan mei dan juni 2014",,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. TARAM,"'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi, tidak melampirkan laporan pajak bulan mei",,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. TUGU PERDANA,'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,CV. FASADE UTAMA,Bukan Pemenang,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Raka Enginering Consultants,'tidak memiliki kemampuan pada sub bidang pekerjaan yang sejenis,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. NUSA TIARA,"'tidak melampirkan SBU Non Konstruksi Bidang Jasa Khusus sub bidang Jasa Teknologi dan sistem Informasi, tidak melampirkan laporan pajak bulan april",,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,GALLANT,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Arenco Binatama,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Duta Informatika,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,CV. NUMESA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. KAPIMA RENCANATAMA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,CV. EMWE BERSAUDARA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,Maju Bersama Bangsa,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,CV. KALIMANTAN INFOTAMA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,CV.DIAN CAHAYA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MORTEZA Teknikatama,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. GEOSURVEY SWASTI SARANA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,CV. TIGA JAYA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT.CITRA LAHAN UTAMA,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,CV. IMAYA CONSULTING ENGINEERS,Tidak Menghadiri Pembuktian,,0,
5368198,Penyusunan Sistem Informasi Ketenagalistrikan,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Sisarti Baksya Asasta,Tidak Menghadiri Pembuktian,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Multicipta Rancana Selaras,Pemenang,"73,82",223036000,"73,82"
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINA KREASI NUSANTARA,Bukan Pemenang,,223476000,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BIRAPLANO ASRI,Bukan Pemenang,"72,11",224158000,"72,11"
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ECOPLAN REKABUMI INTERCONSULT,Tidak mengunggah/mengupload dokumen penawaran teknis,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Raka Enginering Consultants,Tidak hadir pada pembuktian kualifikasi,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Ahassa Ciptanika,Tidak mengunggah/mengupload dokumen penawaran teknis,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,HUMAN,Tidak hadir pada pembuktian kualifikasi,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Revanplan Adiraka Konsultan,Tidak hadir pada pembuktian kualifikasi,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Maza Pradita Sarana,Tidak mengunggah/mengupload dokumen penawaran teknis,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,Maju Bersama Bangsa,Tidak Menghadiri Pembuktian,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. NUSA TIARA,Tidak Menghadiri Pembuktian,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,CV.DIAN CAHAYA,Tidak Menghadiri Pembuktian,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. WINAGUNA SARANA TEKNIK,Tidak Menghadiri Pembuktian,,0,
5346198,Pemetaan Optimalisasi PAD,LPSE KABUPATEN KUTAI KARTANEGARA,PT. TARAM,Tidak Menghadiri Pembuktian,,0,
